Date,PCEPI,A229RC0,B069RC1,UNRATE,CPIAUCSL,CPILFESL,DSPIC96,PCE,PCEDG,PSAVERT,RRSFS,DSPI,CSCICP03USM665S,POPTHM,CDSP,TDSP,PSAVE
1939-03-31,,,,,,,,,,,,,,,,,
1939-04-30,,,,,,,,,,,,,,,,,
1939-05-31,,,,,,,,,,,,,,,,,
1939-06-30,,,,,,,,,,,,,,,,,
1939-07-31,,,,,,,,,,,,,,,,,
1939-08-31,,,,,,,,,,,,,,,,,
1939-09-30,,,,,,,,,,,,,,,,,
1939-10-31,,,,,,,,,,,,,,,,,
1939-11-30,,,,,,,,,,,,,,,,,
1939-12-31,,,,,,,,,,,,,,,,,
1940-01-31,,,,,,,,,,,,,,,,,
1940-02-29,,,,,,,,,,,,,,,,,
1940-03-31,,,,,,,,,,,,,,,,,
1940-04-30,,,,,,,,,,,,,,,,,
1940-05-31,,,,,,,,,,,,,,,,,
1940-06-30,,,,,,,,,,,,,,,,,
1940-07-31,,,,,,,,,,,,,,,,,
1940-08-31,,,,,,,,,,,,,,,,,
1940-09-30,,,,,,,,,,,,,,,,,
1940-10-31,,,,,,,,,,,,,,,,,
1940-11-30,,,,,,,,,,,,,,,,,
1940-12-31,,,,,,,,,,,,,,,,,
1941-01-31,,,,,,,,,,,,,,,,,
1941-02-28,,,,,,,,,,,,,,,,,
1941-03-31,,,,,,,,,,,,,,,,,
1941-04-30,,,,,,,,,,,,,,,,,
1941-05-31,,,,,,,,,,,,,,,,,
1941-06-30,,,,,,,,,,,,,,,,,
1941-07-31,,,,,,,,,,,,,,,,,
1941-08-31,,,,,,,,,,,,,,,,,
1941-09-30,,,,,,,,,,,,,,,,,
1941-10-31,,,,,,,,,,,,,,,,,
1941-11-30,,,,,,,,,,,,,,,,,
1941-12-31,,,,,,,,,,,,,,,,,
1942-01-31,,,,,,,,,,,,,,,,,
1942-02-28,,,,,,,,,,,,,,,,,
1942-03-31,,,,,,,,,,,,,,,,,
1942-04-30,,,,,,,,,,,,,,,,,
1942-05-31,,,,,,,,,,,,,,,,,
1942-06-30,,,,,,,,,,,,,,,,,
1942-07-31,,,,,,,,,,,,,,,,,
1942-08-31,,,,,,,,,,,,,,,,,
1942-09-30,,,,,,,,,,,,,,,,,
1942-10-31,,,,,,,,,,,,,,,,,
1942-11-30,,,,,,,,,,,,,,,,,
1942-12-31,,,,,,,,,,,,,,,,,
1943-01-31,,,,,,,,,,,,,,,,,
1943-02-28,,,,,,,,,,,,,,,,,
1943-03-31,,,,,,,,,,,,,,,,,
1943-04-30,,,,,,,,,,,,,,,,,
1943-05-31,,,,,,,,,,,,,,,,,
1943-06-30,,,,,,,,,,,,,,,,,
1943-07-31,,,,,,,,,,,,,,,,,
1943-08-31,,,,,,,,,,,,,,,,,
1943-09-30,,,,,,,,,,,,,,,,,
1943-10-31,,,,,,,,,,,,,,,,,
1943-11-30,,,,,,,,,,,,,,,,,
1943-12-31,,,,,,,,,,,,,,,,,
1944-01-31,,,,,,,,,,,,,,,,,
1944-02-29,,,,,,,,,,,,,,,,,
1944-03-31,,,,,,,,,,,,,,,,,
1944-04-30,,,,,,,,,,,,,,,,,
1944-05-31,,,,,,,,,,,,,,,,,
1944-06-30,,,,,,,,,,,,,,,,,
1944-07-31,,,,,,,,,,,,,,,,,
1944-08-31,,,,,,,,,,,,,,,,,
1944-09-30,,,,,,,,,,,,,,,,,
1944-10-31,,,,,,,,,,,,,,,,,
1944-11-30,,,,,,,,,,,,,,,,,
1944-12-31,,,,,,,,,,,,,,,,,
1945-01-31,,,,,,,,,,,,,,,,,
1945-02-28,,,,,,,,,,,,,,,,,
1945-03-31,,,,,,,,,,,,,,,,,
1945-04-30,,,,,,,,,,,,,,,,,
1945-05-31,,,,,,,,,,,,,,,,,
1945-06-30,,,,,,,,,,,,,,,,,
1945-07-31,,,,,,,,,,,,,,,,,
1945-08-31,,,,,,,,,,,,,,,,,
1945-09-30,,,,,,,,,,,,,,,,,
1945-10-31,,,,,,,,,,,,,,,,,
1945-11-30,,,,,,,,,,,,,,,,,
1945-12-31,,,,,,,,,,,,,,,,,
1946-01-31,,,,,,,,,,,,,,,,,
1946-02-28,,,,,,,,,,,,,,,,,
1946-03-31,,,,,,,,,,,,,,,,,
1946-04-30,,,,,,,,,,,,,,,,,
1946-05-31,,,,,,,,,,,,,,,,,
1946-06-30,,,,,,,,,,,,,,,,,
1946-07-31,,,,,,,,,,,,,,,,,
1946-08-31,,,,,,,,,,,,,,,,,
1946-09-30,,,,,,,,,,,,,,,,,
1946-10-31,,,,,,,,,,,,,,,,,
1946-11-30,,,,,,,,,,,,,,,,,
1946-12-31,,,,,,,,,,,,,,,,,
1947-01-31,,,,,21.48,,,,,,,,,,,,
1947-02-28,,,,,21.62,,,,,,,,,,,,
1947-03-31,,,,,22.0,,,,,,,,,,,,12.595
1947-04-30,,,,,22.0,,,,,,,,,,,,
1947-05-31,,,,,21.95,,,,,,,,,,,,
1947-06-30,,,,,22.08,,,,,,,,,,,,8.476
1947-07-31,,,,,22.23,,,,,,,,,,,,
1947-08-31,,,,,22.4,,,,,,,,,,,,
1947-09-30,,,,,22.84,,,,,,,,,,,,12.635
1947-10-31,,,,,22.91,,,,,,,,,,,,
1947-11-30,,,,,23.06,,,,,,,,,,,,
1947-12-31,,,,,23.41,,,,,,,,,,,,10.372
1948-01-31,,,,3.4,23.68,,,,,,,,,,,,
1948-02-29,,,,3.8,23.67,,,,,,,,,,,,
1948-03-31,,,,4.0,23.5,,,,,,,,,,,,12.763
1948-04-30,,,,3.9,23.82,,,,,,,,,,,,
1948-05-31,,,,3.5,24.01,,,,,,,,,,,,
1948-06-30,,,,3.6,24.15,,,,,,,,,,,,16.672
1948-07-31,,,,3.6,24.4,,,,,,,,,,,,
1948-08-31,,,,3.9,24.43,,,,,,,,,,,,
1948-09-30,,,,3.8,24.36,,,,,,,,,,,,19.876
1948-10-31,,,,3.7,24.31,,,,,,,,,,,,
1948-11-30,,,,3.8,24.16,,,,,,,,,,,,
1948-12-31,,,,4.0,24.05,,,,,,,,,,,,19.458
1949-01-31,,,,4.3,24.01,,,,,,,,,,,,
1949-02-28,,,,4.7,23.91,,,,,,,,,,,,
1949-03-31,,,,5.0,23.91,,,,,,,,,,,,15.143
1949-04-30,,,,5.3,23.92,,,,,,,,,,,,
1949-05-31,,,,6.1,23.91,,,,,,,,,,,,
1949-06-30,,,,6.2,23.92,,,,,,,,,,,,13.204
1949-07-31,,,,6.7,23.7,,,,,,,,,,,,
1949-08-31,,,,6.8,23.7,,,,,,,,,,,,
1949-09-30,,,,6.6,23.75,,,,,,,,,,,,13.895
1949-10-31,,,,7.9,23.67,,,,,,,,,,,,
1949-11-30,,,,6.4,23.7,,,,,,,,,,,,
1949-12-31,,,,6.6,23.61,,,,,,,,,,,,12.25
1950-01-31,,,,6.5,23.51,,,,,,,,,,,,
1950-02-28,,,,6.4,23.61,,,,,,,,,,,,
1950-03-31,,,,6.3,23.64,,,,,,,,,,,,24.168
1950-04-30,,,,5.8,23.65,,,,,,,,,,,,
1950-05-31,,,,5.5,23.77,,,,,,,,,,,,
1950-06-30,,,,5.4,23.88,,,,,,,,,,,,20.554
1950-07-31,,,,5.0,24.07,,,,,,,,,,,,
1950-08-31,,,,4.5,24.2,,,,,,,,,,,,
1950-09-30,,,,4.4,24.34,,,,,,,,,,,,13.777
1950-10-31,,,,4.2,24.5,,,,,,,,,,,,
1950-11-30,,,,4.2,24.6,,,,,,,,,,,,
1950-12-31,,,,4.3,24.98,,,,,,,,,,,,21.489
1951-01-31,,,,3.7,25.38,,,,,,,,,,,,
1951-02-28,,,,3.4,25.83,,,,,,,,,,,,
1951-03-31,,,,3.4,25.88,,,,,,,,,,,,17.543
1951-04-30,,,,3.1,25.92,,,,,,,,,,,,
1951-05-31,,,,3.0,25.99,,,,,,,,,,,,
1951-06-30,,,,3.2,25.93,,,,,,,,,,,,28.863
1951-07-31,,,,3.1,25.91,,,,,,,,,,,,
1951-08-31,,,,3.1,25.86,,,,,,,,,,,,
1951-09-30,,,,3.3,26.03,,,,,,,,,,,,29.193
1951-10-31,,,,3.5,26.16,,,,,,,,,,,,
1951-11-30,,,,3.5,26.32,,,,,,,,,,,,
1951-12-31,,,,3.1,26.47,,,,,,,,,,,,27.918
1952-01-31,,,,3.2,26.45,,,,,,,,,,,,
1952-02-29,,,,3.1,26.41,,,,,,,,,,,,
1952-03-31,,,,2.9,26.39,,,,,,,,,,,,27.357
1952-04-30,,,,2.9,26.46,,,,,,,,,,,,
1952-05-31,,,,3.0,26.47,,,,,,,,,,,,
1952-06-30,,,,3.0,26.53,,,,,,,,,,,,26.163
1952-07-31,,,,3.2,26.68,,,,,,,,,,,,
1952-08-31,,,,3.4,26.69,,,,,,,,,,,,
1952-09-30,,,,3.1,26.63,,,,,,,,,,,,30.082
1952-10-31,,,,3.0,26.69,,,,,,,,,,,,
1952-11-30,,,,2.8,26.69,,,,,,,,,,,,
1952-12-31,,,,2.7,26.71,,,,,,,,,,,,27.624
1953-01-31,,,,2.9,26.64,,,,,,,,,,,,
1953-02-28,,,,2.6,26.59,,,,,,,,,,,,
1953-03-31,,,,2.6,26.63,,,,,,,,,,,,27.936
1953-04-30,,,,2.7,26.69,,,,,,,,,,,,
1953-05-31,,,,2.5,26.7,,,,,,,,,,,,
1953-06-30,,,,2.5,26.77,,,,,,,,,,,,29.81
1953-07-31,,,,2.6,26.79,,,,,,,,,,,,
1953-08-31,,,,2.7,26.85,,,,,,,,,,,,
1953-09-30,,,,2.9,26.89,,,,,,,,,,,,29.134
1953-10-31,,,,3.1,26.95,,,,,,,,,,,,
1953-11-30,,,,3.5,26.85,,,,,,,,,,,,
1953-12-31,,,,4.5,26.87,,,,,,,,,,,,29.88
1954-01-31,,,,4.9,26.94,,,,,,,,,,,,
1954-02-28,,,,5.2,26.99,,,,,,,,,,,,
1954-03-31,,,,5.7,26.93,,,,,,,,,,,,30.581
1954-04-30,,,,5.9,26.86,,,,,,,,,,,,
1954-05-31,,,,5.9,26.93,,,,,,,,,,,,
1954-06-30,,,,5.6,26.94,,,,,,,,,,,,27.727
1954-07-31,,,,5.8,26.86,,,,,,,,,,,,
1954-08-31,,,,6.0,26.85,,,,,,,,,,,,
1954-09-30,,,,6.1,26.81,,,,,,,,,,,,26.989
1954-10-31,,,,5.7,26.72,,,,,,,,,,,,
1954-11-30,,,,5.3,26.78,,,,,,,,,,,,
1954-12-31,,,,5.0,26.77,,,,,,,,,,,,27.288
1955-01-31,,,,4.9,26.77,,,,,,,,,,,,
1955-02-28,,,,4.7,26.82,,,,,,,,,,,,
1955-03-31,,,,4.6,26.79,,,,,,,,,,,,26.238
1955-04-30,,,,4.7,26.79,,,,,,,,,,,,
1955-05-31,,,,4.3,26.77,,,,,,,,,,,,
1955-06-30,,,,4.2,26.71,,,,,,,,,,,,27.459
1955-07-31,,,,4.0,26.76,,,,,,,,,,,,
1955-08-31,,,,4.2,26.72,,,,,,,,,,,,
1955-09-30,,,,4.1,26.85,,,,,,,,,,,,29.515
1955-10-31,,,,4.3,26.82,,,,,,,,,,,,
1955-11-30,,,,4.2,26.88,,,,,,,,,,,,
1955-12-31,,,,4.2,26.87,,,,,,,,,,,,29.581
1956-01-31,,,,4.0,26.83,,,,,,,,,,,,
1956-02-29,,,,3.9,26.86,,,,,,,,,,,,
1956-03-31,,,,4.2,26.89,,,,,,,,,,,,32.065
1956-04-30,,,,4.0,26.93,,,,,,,,,,,,
1956-05-31,,,,4.3,27.03,,,,,,,,,,,,
1956-06-30,,,,4.3,27.15,,,,,,,,,,,,34.212
1956-07-31,,,,4.4,27.29,,,,,,,,,,,,
1956-08-31,,,,4.1,27.31,,,,,,,,,,,,
1956-09-30,,,,3.9,27.35,,,,,,,,,,,,35.544
1956-10-31,,,,3.9,27.51,,,,,,,,,,,,
1956-11-30,,,,4.3,27.51,,,,,,,,,,,,
1956-12-31,,,,4.2,27.63,,,,,,,,,,,,36.791
1957-01-31,,,,4.2,27.67,28.5,,,,,,,,,,,
1957-02-28,,,,3.9,27.8,28.6,,,,,,,,,,,
1957-03-31,,,,3.7,27.86,28.7,,,,,,,,,,,36.089
1957-04-30,,,,3.9,27.93,28.8,,,,,,,,,,,
1957-05-31,,,,4.1,28.0,28.8,,,,,,,,,,,
1957-06-30,,,,4.3,28.11,28.9,,,,,,,,,,,38.092
1957-07-31,,,,4.2,28.19,29.0,,,,,,,,,,,
1957-08-31,,,,4.1,28.28,29.0,,,,,,,,,,,
1957-09-30,,,,4.4,28.32,29.1,,,,,,,,,,,37.779
1957-10-31,,,,4.5,28.32,29.2,,,,,,,,,,,
1957-11-30,,,,5.1,28.41,29.3,,,,,,,,,,,
1957-12-31,,,,5.2,28.47,29.3,,,,,,,,,,,35.588
1958-01-31,,,,5.8,28.64,29.3,,,,,,,,,,,
1958-02-28,,,,6.4,28.7,29.4,,,,,,,,,,,
1958-03-31,,,,6.7,28.87,29.5,,,,,,,,,,,37.174
1958-04-30,,,,7.4,28.94,29.5,,,,,,,,,,,
1958-05-31,,,,7.4,28.94,29.5,,,,,,,,,,,
1958-06-30,,,,7.3,28.91,29.6,,,,,,,,,,,37.235
1958-07-31,,,,7.5,28.89,29.6,,,,,,,,,,,
1958-08-31,,,,7.4,28.94,29.6,,,,,,,,,,,
1958-09-30,,,,7.1,28.91,29.7,,,,,,,,,,,39.86
1958-10-31,,,,6.7,28.91,29.7,,,,,,,,,,,
1958-11-30,,,,6.2,28.95,29.8,,,,,,,,,,,
1958-12-31,,,,6.2,28.97,29.9,,,,,,,,,,,41.014
1959-01-31,15.164,1999.0,5.1,6.0,29.01,29.9,2318.4,306.1,42.3,11.3,,351.5,,175818.0,,,
1959-02-28,15.179,2005.0,5.1,5.9,29.0,29.9,2325.4,309.6,44.2,10.6,,352.9,,176044.0,,,
1959-03-31,15.189,2015.0,5.2,5.6,28.97,30.0,2338.7,312.7,44.4,10.3,,355.2,,176274.0,,,37.871
1959-04-30,15.219,2029.0,5.2,5.2,28.98,30.0,2353.8,312.2,45.1,11.2,,358.2,,176503.0,,,
1959-05-31,15.227,2039.0,5.3,5.1,29.04,30.1,2366.6,316.1,45.4,10.6,,360.3,,176723.0,,,
1959-06-30,15.271,2049.0,5.4,5.0,29.11,30.2,2374.5,318.2,46.0,10.5,,362.6,,176954.0,,,38.777
1959-07-31,15.303,2047.0,5.5,5.1,29.15,30.2,2370.8,317.8,45.4,10.7,,362.8,,177208.0,,,
1959-08-31,15.325,2035.0,5.5,5.2,29.18,30.2,2356.8,320.2,46.2,9.6,,361.2,,177479.0,,,
1959-09-30,15.365,2038.0,5.6,5.5,29.25,30.3,2357.8,324.2,47.4,8.7,,362.3,,177755.0,,,34.996
1959-10-31,15.402,2041.0,5.7,5.7,29.35,30.4,2359.5,322.8,44.8,9.4,,363.4,,178026.0,,,
1959-11-30,15.412,2054.0,5.8,5.8,29.35,30.4,2376.6,322.9,44.7,10.1,,366.3,,178273.0,,,
1959-12-31,15.43,2074.0,5.9,5.3,29.41,30.5,2399.7,322.9,42.8,11.0,,370.2,,178504.0,,,37.22
1960-01-31,15.421,2073.0,5.9,5.2,29.37,30.5,2404.9,323.6,43.2,10.9,,370.8,101.631190864996,178925.0,,,
1960-02-29,15.437,2070.0,6.0,4.8,29.41,30.6,2405.3,325.3,45.7,10.6,,371.3,101.37299521762,179326.0,,,
1960-03-31,15.446,2070.0,6.0,5.4,29.41,30.6,2408.1,330.2,47.4,9.4,,371.9,101.149936465377,179707.0,,,38.266
1960-04-30,15.502,2081.0,6.1,5.2,29.54,30.6,2417.3,336.5,49.1,8.4,,374.7,101.026893998576,180067.0,,,
1960-05-31,15.518,2084.0,6.2,5.1,29.57,30.6,2422.6,330.0,45.7,10.4,,376.0,101.057958406425,180408.0,,,
1960-06-30,15.525,2083.0,6.2,5.4,29.61,30.7,2424.9,330.1,44.5,10.4,,376.5,101.145883896504,180728.0,,,36.543
1960-07-31,15.553,2087.0,6.3,5.5,29.55,30.6,2428.8,331.4,44.9,10.4,,377.7,101.164456899767,181028.0,,,
1960-08-31,15.579,2082.0,6.3,5.6,29.61,30.6,2423.3,331.6,45.8,10.3,,377.5,101.024003593321,181308.0,,,
1960-09-30,15.588,2083.0,6.4,5.5,29.61,30.6,2426.7,333.4,47.1,10.0,,378.3,100.806249910021,181567.0,,,38.57
1960-10-31,15.606,2091.0,6.4,6.1,29.75,30.8,2435.6,335.4,46.7,9.8,,380.1,100.625448077529,181807.0,,,
1960-11-30,15.659,2087.0,6.4,6.1,29.78,30.8,2425.5,335.4,45.1,9.8,,379.8,100.566803535397,182026.0,,,
1960-12-31,15.662,2075.0,6.4,6.6,29.81,30.7,2414.6,331.3,42.3,10.4,,378.2,100.58795000018,182225.0,,,38.023
1961-01-31,15.665,2094.0,6.4,6.6,29.84,30.8,2437.9,332.2,41.6,11.1,,381.9,100.636606704813,182404.0,,,
1961-02-28,15.679,2102.0,6.5,6.9,29.84,30.8,2448.1,333.7,41.9,11.1,,383.8,100.688444631082,182631.0,,,
1961-03-31,15.67,2107.0,6.5,6.9,29.84,30.9,2458.4,337.7,43.2,10.4,,385.2,100.757442502247,182867.0,,,41.746
1961-04-30,15.661,2107.0,6.4,7.0,29.81,30.9,2463.4,337.6,42.7,10.6,,385.8,100.879456475122,183105.0,,,
1961-05-31,15.67,2123.0,6.4,7.1,29.84,30.9,2483.5,339.9,43.5,10.8,,389.2,101.078629887262,183335.0,,,
1961-06-30,15.677,2143.0,6.5,6.9,29.84,31.0,2509.1,340.9,43.8,11.5,,393.3,101.28078690244,183572.0,,,42.594
1961-07-31,15.711,2152.0,6.5,7.0,29.92,31.0,2517.6,340.6,44.1,12.0,,395.5,101.37784914584,183825.0,,,
1961-08-31,15.724,2150.0,6.5,6.6,29.94,31.1,2517.7,342.1,44.6,11.7,,395.9,101.289268737399,184101.0,,,
1961-09-30,15.742,2151.0,6.5,6.7,29.98,31.1,2519.9,344.4,45.0,11.3,,396.7,101.128556095737,184384.0,,,46.222
1961-10-31,15.741,2171.0,6.6,6.5,29.98,31.1,2546.6,346.5,45.6,11.7,,400.8,101.047941197564,184654.0,,,
1961-11-30,15.742,2188.0,6.6,6.1,29.98,31.2,2570.1,349.9,46.7,11.6,,404.6,101.155167071485,184900.0,,,
1961-12-31,15.746,2199.0,6.6,6.0,30.01,31.2,2585.8,352.4,47.7,11.6,,407.1,101.350185547132,185129.0,,,46.979
1962-01-31,15.776,2195.0,6.6,5.8,30.04,31.2,2579.4,353.2,47.5,11.3,,406.9,101.489389788606,185347.0,,,
1962-02-28,15.818,2209.0,6.6,5.5,30.11,31.2,2590.9,354.0,47.4,11.8,,409.8,101.462054226194,185551.0,,,
1962-03-31,15.839,2224.0,6.6,5.6,30.17,31.3,2608.1,357.4,48.2,11.6,,413.1,101.322588722258,185762.0,,,47.437
1962-04-30,15.857,2234.0,6.7,5.6,30.21,31.3,2619.6,359.0,48.4,11.7,,415.4,101.140836041883,185981.0,,,
1962-05-31,15.867,2234.0,6.8,5.5,30.24,31.4,2621.1,362.0,49.6,11.1,,415.9,100.964499265065,186201.0,,,
1962-06-30,15.877,2233.0,6.9,5.5,30.21,31.4,2621.6,360.4,49.1,11.5,,416.2,100.823856375317,186426.0,,,47.464
1962-07-31,15.868,2238.0,7.0,5.4,30.22,31.4,2633.0,361.4,49.2,11.6,,417.8,100.758598203062,186664.0,,,
1962-08-31,15.891,2240.0,7.1,5.7,30.28,31.5,2635.5,362.9,49.0,11.4,,418.8,100.808972483122,186924.0,,,
1962-09-30,15.969,2249.0,7.1,5.6,30.42,31.5,2636.3,368.8,50.5,10.4,,421.0,100.931543193543,187191.0,,,46.689
1962-10-31,15.953,2255.0,7.2,5.4,30.38,31.5,2649.3,366.5,49.0,11.3,,422.6,101.082578388914,187449.0,,,
1962-11-30,15.964,2260.0,7.3,5.7,30.38,31.5,2656.5,371.7,52.1,10.4,,424.1,101.229241604503,187685.0,,,
1962-12-31,15.958,2267.0,7.3,5.5,30.38,31.6,2669.0,373.6,53.5,10.3,,425.9,101.332318774266,187905.0,,,45.22
1963-01-31,15.997,2286.0,7.4,5.7,30.44,31.5,2688.2,374.4,53.1,10.9,,430.0,101.333317128641,188113.0,,,
1963-02-28,16.014,2273.0,7.5,5.9,30.48,31.6,2672.3,373.4,52.4,10.7,,427.9,101.185150139341,188300.0,,,
1963-03-31,16.001,2278.0,7.5,5.7,30.51,31.7,2683.6,375.0,52.3,10.6,,429.4,100.984901278359,188484.0,,,46.175
1963-04-30,16.0,2285.0,7.6,5.7,30.48,31.7,2694.6,376.4,53.2,10.7,,431.1,100.858400959932,188685.0,,,
1963-05-31,16.026,2295.0,7.7,5.9,30.51,31.7,2705.0,377.2,53.5,10.9,,433.5,100.896885353011,188904.0,,,
1963-06-30,16.061,2309.0,7.8,5.6,30.61,31.8,2718.6,381.7,55.0,10.5,,436.6,101.019906652348,189130.0,,,46.441
1963-07-31,16.093,2313.0,8.0,5.6,30.69,31.8,2721.6,384.4,55.5,10.1,,438.0,101.121755137204,189369.0,,,
1963-08-31,16.115,2322.0,8.1,5.4,30.75,31.9,2732.5,386.3,54.1,10.2,,440.3,101.133344322619,189629.0,,,
1963-09-30,16.112,2336.0,8.2,5.5,30.72,31.9,2752.9,385.5,54.6,11.0,,443.5,101.10526892634,189895.0,,,45.932
1963-10-31,16.143,2351.0,8.3,5.5,30.75,32.0,2768.9,386.0,54.2,11.5,,447.0,101.117532086673,190147.0,,,
1963-11-30,16.166,2356.0,8.3,5.7,30.78,32.0,2774.7,389.4,55.6,11.0,,448.5,101.228937163215,190369.0,,,
1963-12-31,16.19,2376.0,8.4,5.5,30.88,32.1,2797.1,394.7,57.4,10.7,,452.8,101.38614097979,190570.0,,,49.841
1964-01-31,16.224,2387.0,8.4,5.6,30.94,32.2,2806.4,396.8,57.9,10.7,,455.3,101.512891918567,190763.0,,,
1964-02-29,16.247,2395.0,8.5,5.4,30.91,32.2,2815.3,400.2,58.4,10.4,,457.4,101.553469274142,190953.0,,,
1964-03-31,16.257,2451.0,8.5,5.4,30.94,32.2,2882.1,401.8,57.6,12.1,,468.5,101.546575485423,191146.0,,,51.083
1964-04-30,16.269,2464.0,8.6,5.3,30.95,32.2,2897.7,402.8,58.2,12.4,,471.4,101.545416982275,191346.0,,,
1964-05-31,16.271,2474.0,8.7,5.1,30.98,32.2,2912.9,408.4,59.7,11.7,,473.9,101.585256175289,191557.0,,,
1964-06-30,16.294,2483.0,8.8,5.2,31.01,32.3,2922.5,411.4,60.6,11.5,,476.2,101.645228161153,191778.0,,,56.253
1964-07-31,16.315,2495.0,9.0,4.9,31.02,32.3,2936.4,414.9,61.6,11.2,,479.0,101.691119305789,192010.0,,,
1964-08-31,16.327,2505.0,9.1,5.0,31.05,32.3,2949.4,417.7,62.1,11.1,,481.5,101.698013034649,192254.0,,,
1964-09-30,16.352,2515.0,9.2,5.1,31.08,32.3,2961.1,416.6,60.3,11.8,,484.2,101.687016464227,192504.0,,,54.746
1964-10-31,16.362,2513.0,9.2,5.1,31.12,32.4,2960.2,419.6,61.2,11.2,,484.3,101.690827418418,192739.0,,,
1964-11-30,16.385,2530.0,9.3,4.8,31.21,32.5,2979.4,416.4,58.9,12.5,,488.1,101.737191732353,192943.0,,,
1964-12-31,16.409,2555.0,9.4,5.0,31.25,32.5,3008.0,421.0,58.0,12.5,,493.5,101.817553043424,193131.0,,,59.043
1965-01-31,16.427,2561.0,9.4,4.9,31.28,32.6,3013.8,424.4,61.0,12.1,,495.0,101.923306253503,193308.0,,,
1965-02-28,16.434,2560.0,9.5,5.1,31.28,32.6,3014.5,431.4,65.4,10.7,,495.4,102.048053994022,193467.0,,,
1965-03-31,16.455,2570.0,9.6,4.7,31.31,32.6,3024.6,433.3,68.4,10.8,,497.7,102.164471192056,193625.0,,,55.548
1965-04-30,16.481,2575.0,9.8,4.8,31.38,32.7,3027.8,437.1,67.3,10.2,,499.0,102.233319439631,193799.0,,,
1965-05-31,16.518,2607.0,9.9,4.6,31.48,32.7,3061.4,437.6,65.1,11.2,,505.6,102.220791917344,193988.0,,,
1965-06-30,16.566,2615.0,10.0,4.6,31.61,32.7,3065.8,435.2,62.0,12.1,,507.8,102.163427256614,194195.0,,,56.274
1965-07-31,16.578,2641.0,10.0,4.4,31.58,32.7,3097.8,441.0,63.5,11.9,,513.5,102.101953461706,194416.0,,,
1965-08-31,16.582,2652.0,10.1,4.4,31.55,32.7,3113.1,444.4,66.0,11.7,,516.2,102.059968981992,194645.0,,,
1965-09-30,16.59,2719.0,10.1,4.3,31.62,32.8,3194.5,452.0,70.6,12.5,,529.9,102.026732906585,194879.0,,,62.591
1965-10-31,16.595,2704.0,10.1,4.2,31.65,32.8,3178.9,458.5,69.5,10.9,,527.5,101.979478541035,195096.0,,,
1965-11-30,16.623,2725.0,10.2,4.1,31.75,32.9,3201.4,459.1,69.1,11.5,,532.1,101.89697859152,195284.0,,,
1965-12-31,16.683,2744.0,10.2,4.0,31.85,33.0,3214.6,461.7,68.8,11.7,,536.3,101.787128627381,195456.0,,,60.599
1966-01-31,16.703,2746.0,10.3,4.0,31.88,33.0,3216.8,465.2,70.2,11.2,,537.2,101.65535581201,195614.0,,,
1966-02-28,16.772,2767.0,10.3,3.8,32.08,33.1,3230.2,470.2,72.3,11.0,,541.7,101.500377660173,195760.0,,,
1966-03-31,16.813,2783.0,10.4,3.8,32.18,33.1,3242.8,475.0,74.4,10.7,,545.2,101.331883634753,195915.0,,,59.459
1966-04-30,16.871,2779.0,10.5,3.8,32.28,33.3,3230.5,476.9,72.5,10.3,,545.0,101.15634356686,196089.0,,,
1966-05-31,16.892,2785.0,10.6,3.9,32.35,33.4,3235.7,473.1,68.7,11.2,,546.5,100.976331948338,196275.0,,,
1966-06-30,16.934,2800.0,10.6,3.8,32.38,33.5,3249.2,475.5,68.0,11.4,,550.2,100.796898267929,196466.0,,,59.937
1966-07-31,16.967,2813.0,10.6,3.8,32.45,33.6,3260.4,480.6,69.6,10.9,,553.1,100.628540538033,196661.0,,,
1966-08-31,17.032,2835.0,10.7,3.8,32.65,33.7,3277.2,483.2,72.3,11.2,,558.1,100.489600883363,196873.0,,,
1966-09-30,17.086,2858.0,10.7,3.7,32.75,33.8,3296.6,489.2,75.1,11.0,,563.2,100.397585179083,197096.0,,,61.565
1966-10-31,17.131,2871.0,10.8,3.7,32.85,34.0,3307.3,488.3,73.4,11.6,,566.5,100.394011490393,197303.0,,,
1966-11-30,17.156,2886.0,10.9,3.6,32.88,34.0,3322.5,490.1,72.3,11.8,,570.0,100.522334562912,197485.0,,,
1966-12-31,17.192,2887.0,10.9,3.8,32.92,34.1,3319.6,491.8,72.2,11.6,,570.7,100.717428296279,197654.0,,,66.483
1967-01-31,17.193,2915.0,11.0,3.9,32.9,34.2,3353.7,494.2,72.5,12.1,,576.6,100.905445100627,197814.0,,,
1967-02-28,17.213,2922.0,11.0,3.8,33.0,34.2,3360.2,493.0,69.9,12.6,,578.4,101.036904593369,197965.0,,,
1967-03-31,17.222,2943.0,11.0,3.8,33.0,34.3,3385.5,495.8,71.0,12.8,,583.0,101.126859223845,198122.0,,,72.234
1967-04-30,17.251,2944.0,11.0,3.8,33.1,34.4,3384.5,501.3,74.3,11.9,,583.8,101.194250017273,198287.0,,,
1967-05-31,17.284,2953.0,11.0,3.8,33.1,34.5,3391.3,502.2,74.0,12.0,,586.1,101.242767180982,198452.0,,,
1967-06-30,17.339,2971.0,11.0,3.9,33.3,34.6,3403.8,506.8,75.2,11.9,,590.2,101.264274547689,198627.0,,,69.908
